帧,时间,播放,评论,同时人数,同时人数不带加号,点赞,投币,收藏,转发
3402546,2024-08-20T13:38:28+08:00,319.2,2.1,2000+,2000,29.9,30.9,11.3,4.6
2034185,2024-08-20T07:18:22+08:00,272.3,1.8,1000+,1000,27.5,28.6,10.5,4.3
2513113,2024-08-20T09:31:24+08:00,292.1,1.9,2000+,2000,28.4,29.4,10.8,4.4
1573268,2024-08-20T05:10:20+08:00,266.3,1.8,937,937,27.3,28.3,10.4,4.3
3301720,2024-08-20T13:10:28+08:00,316.4,2.0,3000+,3000,29.8,30.7,11.2,4.6
1717306,2024-08-20T05:50:21+08:00,267.1,1.8,1000+,1000,27.3,28.4,10.4,4.3
3319725,2024-08-20T13:15:28+08:00,316.9,2.0,3000+,3000,29.8,30.8,11.3,4.6
4554848,2024-08-20T18:58:33+08:00,339.1,2.2,3000+,3000,31.0,32.1,11.7,4.7
546997,2024-08-20T00:25:16+08:00,255.0,1.7,3000+,3000,26.5,27.3,10.1,4.2
4749298,2024-08-20T19:52:34+08:00,342.4,2.2,3000+,3000,31.2,32.3,11.8,4.8
3380942,2024-08-20T13:32:28+08:00,318.6,2.0,2000+,2000,29.9,30.9,11.3,4.6
4093927,2024-08-20T16:50:31+08:00,331.4,2.1,2000+,2000,30.6,31.6,11.6,4.7
3456561,2024-08-20T13:53:28+08:00,320.5,2.1,2000+,2000,30.0,31.0,11.3,4.6
3651011,2024-08-20T14:47:29+08:00,324.5,2.1,2000+,2000,30.2,31.2,11.4,4.6
2797587,2024-08-20T10:50:25+08:00,301.5,2.0,2000+,2000,28.9,29.9,10.9,4.5
4601661,2024-08-20T19:11:33+08:00,339.9,2.2,3000+,3000,31.1,32.2,11.8,4.7
716243,2024-08-20T01:12:16+08:00,258.7,1.8,2000+,2000,26.8,27.7,10.2,4.2
4324388,2024-08-20T17:54:32+08:00,334.9,2.1,2000+,2000,30.8,31.9,11.7,4.7
2826395,2024-08-20T10:58:26+08:00,302.3,2.0,2000+,2000,29.0,29.9,11.0,4.5
4616063,2024-08-20T19:15:33+08:00,340.1,2.2,2000+,2000,31.1,32.2,11.8,4.7
5210220,2024-08-20T22:00:36+08:00,351.4,2.3,3000+,3000,31.7,32.9,12.0,4.8
3056856,2024-08-20T12:02:27+08:00,308.0,2.0,2000+,2000,29.3,30.2,11.1,4.5
2567127,2024-08-20T09:46:24+08:00,294.1,1.9,2000+,2000,28.5,29.5,10.8,4.4
1933362,2024-08-20T06:50:22+08:00,269.8,1.8,1000+,1000,27.4,28.5,10.5,4.3
3110869,2024-08-20T12:17:27+08:00,310.0,2.0,3000+,3000,29.4,30.3,11.1,4.5
3366535,2024-08-20T13:28:28+08:00,318.2,2.0,3000+,3000,29.9,30.9,11.3,4.6
1213173,2024-08-20T03:30:19+08:00,264.4,1.8,1000+,1000,27.2,28.2,10.4,4.3
4760102,2024-08-20T19:55:34+08:00,342.5,2.2,3000+,3000,31.2,32.4,11.8,4.8
3416950,2024-08-20T13:42:28+08:00,319.5,2.1,2000+,2000,29.9,30.9,11.3,4.6
2793985,2024-08-20T10:49:25+08:00,301.5,1.9,2000+,2000,28.9,29.9,10.9,4.5
788261,2024-08-20T01:32:17+08:00,259.9,1.8,2000+,2000,26.9,27.8,10.3,4.3
3791449,2024-08-20T15:26:30+08:00,326.8,2.1,2000+,2000,30.3,31.4,11.5,4.6
75274,2024-08-19T22:14:14+08:00,234.2,1.6,5000+,5000,25.1,25.8,9.6,4.0
3863468,2024-08-20T15:46:30+08:00,328.0,2.1,2000+,2000,30.4,31.4,11.5,4.6
381356,2024-08-19T23:39:15+08:00,249.1,1.7,5000+,5000,26.1,26.8,9.9,4.2
2574329,2024-08-20T09:48:24+08:00,294.4,1.9,2000+,2000,28.5,29.5,10.8,4.4
752252,2024-08-20T01:22:17+08:00,259.3,1.8,2000+,2000,26.8,27.7,10.2,4.3
629820,2024-08-20T00:48:16+08:00,257.0,1.7,3000+,3000,26.7,27.5,10.2,4.2
3625805,2024-08-20T14:40:29+08:00,324.0,2.1,2000+,2000,30.2,31.2,11.4,4.6
3618603,2024-08-20T14:38:29+08:00,323.9,2.1,2000+,2000,30.2,31.2,11.4,4.6
4565652,2024-08-20T19:01:33+08:00,339.2,2.2,3000+,3000,31.0,32.1,11.8,4.7
2992032,2024-08-20T11:44:26+08:00,306.4,2.0,2000+,2000,29.2,30.1,11.0,4.5
3362935,2024-08-20T13:27:28+08:00,318.1,2.0,3000+,3000,29.9,30.8,11.3,4.6
5228225,2024-08-20T22:05:36+08:00,351.8,2.3,3000+,3000,31.7,32.9,12.0,4.8
2721968,2024-08-20T10:29:25+08:00,299.7,1.9,2000+,2000,28.8,29.8,10.9,4.4
5004966,2024-08-20T21:03:35+08:00,347.0,2.2,3000+,3000,31.5,32.7,11.9,4.8
5192216,2024-08-20T21:55:36+08:00,350.9,2.3,3000+,3000,31.7,32.9,12.0,4.8
2775982,2024-08-20T10:44:25+08:00,301.1,1.9,2000+,2000,28.9,29.8,10.9,4.4
4011105,2024-08-20T16:27:31+08:00,330.3,2.1,2000+,2000,30.5,31.6,11.5,4.7
1810930,2024-08-20T06:16:21+08:00,267.9,1.8,1000+,1000,27.4,28.4,10.4,4.3
3128873,2024-08-20T12:22:27+08:00,310.6,2.0,3000+,3000,29.4,30.4,11.1,4.5
773857,2024-08-20T01:28:17+08:00,259.7,1.8,2000+,2000,26.9,27.8,10.2,4.3
2725570,2024-08-20T10:30:25+08:00,299.7,1.9,2000+,2000,28.8,29.8,10.9,4.4
1972973,2024-08-20T07:01:22+08:00,270.7,1.8,1000+,1000,27.4,28.5,10.5,4.3
4796105,2024-08-20T20:05:34+08:00,343.1,2.2,3000+,3000,31.3,32.4,11.8,4.8
2333066,2024-08-20T08:41:23+08:00,284.5,1.9,2000+,2000,28.0,29.0,10.6,4.4
2441095,2024-08-20T09:11:24+08:00,289.3,1.9,2000+,2000,28.2,29.2,10.7,4.4
1022323,2024-08-20T02:37:18+08:00,262.9,1.8,1000+,1000,27.1,28.1,10.3,4.3
4083125,2024-08-20T16:47:31+08:00,331.3,2.1,2000+,2000,30.6,31.6,11.6,4.7
1317600,2024-08-20T03:59:19+08:00,265.0,1.8,1000+,1000,27.2,28.2,10.4,4.3
4684482,2024-08-20T19:34:34+08:00,341.3,2.2,3000+,3000,31.1,32.3,11.8,4.7
2531118,2024-08-20T09:36:24+08:00,292.7,1.9,2000+,2000,28.4,29.4,10.8,4.4
1241980,2024-08-20T03:38:19+08:00,264.6,1.8,1000+,1000,27.2,28.2,10.4,4.3
2005381,2024-08-20T07:10:22+08:00,271.6,1.8,1000+,1000,27.5,28.5,10.5,4.3
5185014,2024-08-20T21:53:36+08:00,350.7,2.3,2000+,2000,31.7,32.9,12.0,4.8
4497233,2024-08-20T18:42:33+08:00,338.0,2.2,2000+,2000,31.0,32.0,11.7,4.7
1036727,2024-08-20T02:41:18+08:00,263.0,1.8,1000+,1000,27.1,28.1,10.3,4.3
3139675,2024-08-20T12:25:27+08:00,311.0,2.0,3000+,3000,29.4,30.4,11.1,4.5
201307,2024-08-19T22:49:14+08:00,240.4,1.6,5000+,5000,25.5,26.2,9.7,4.1
4598060,2024-08-20T19:10:33+08:00,339.8,2.2,3000+,3000,31.1,32.2,11.8,4.7
1681298,2024-08-20T05:40:21+08:00,266.9,1.8,949,949,27.3,28.4,10.4,4.3
435369,2024-08-19T23:54:15+08:00,251.6,1.7,4000+,4000,26.3,27.0,10.0,4.2
766655,2024-08-20T01:26:17+08:00,259.5,1.8,2000+,2000,26.9,27.7,10.2,4.3
3957092,2024-08-20T16:12:31+08:00,329.5,2.1,2000+,2000,30.5,31.5,11.5,4.6
3049654,2024-08-20T12:00:27+08:00,307.7,2.0,2000+,2000,29.3,30.2,11.1,4.5
2902014,2024-08-20T11:19:26+08:00,304.2,2.0,2000+,2000,29.1,30.0,11.0,4.5
4522440,2024-08-20T18:49:33+08:00,338.4,2.2,2000+,2000,31.0,32.1,11.7,4.7
3611401,2024-08-20T14:36:29+08:00,323.8,2.1,2000+,2000,30.2,31.2,11.4,4.6
4353195,2024-08-20T18:02:32+08:00,335.5,2.2,2000+,2000,30.8,31.9,11.7,4.7
4965355,2024-08-20T20:52:35+08:00,346.3,2.2,3000+,3000,31.4,32.6,11.9,4.8
3460162,2024-08-20T13:54:28+08:00,320.6,2.1,2000+,2000,30.0,31.0,11.3,4.6
1497647,2024-08-20T04:49:20+08:00,265.9,1.8,953,953,27.3,28.3,10.4,4.3
5058980,2024-08-20T21:18:35+08:00,348.1,2.2,2000+,2000,31.5,32.7,12.0,4.8
3092864,2024-08-20T12:12:27+08:00,309.3,2.0,3000+,3000,29.3,30.3,11.1,4.5
125688,2024-08-19T22:28:14+08:00,236.8,1.6,4000+,4000,25.3,25.9,9.6,4.1
1274388,2024-08-20T03:47:19+08:00,264.8,1.8,1000+,1000,27.2,28.2,10.4,4.3
4061520,2024-08-20T16:41:31+08:00,331.0,2.1,2000+,2000,30.6,31.6,11.6,4.7
1368012,2024-08-20T04:13:19+08:00,265.3,1.8,1000+,1000,27.2,28.3,10.4,4.3
4583656,2024-08-20T19:06:33+08:00,339.6,2.2,3000+,3000,31.0,32.1,11.8,4.7
2772381,2024-08-20T10:43:25+08:00,301.0,1.9,2000+,2000,28.9,29.8,10.9,4.4
4958154,2024-08-20T20:50:35+08:00,346.1,2.2,3000+,3000,31.4,32.6,11.9,4.8
1634485,2024-08-20T05:27:20+08:00,266.6,1.8,945,945,27.3,28.4,10.4,4.3
5152605,2024-08-20T21:44:36+08:00,350.1,2.3,3000+,3000,31.6,32.9,12.0,4.8
3229700,2024-08-20T12:50:27+08:00,314.2,2.0,3000+,3000,29.6,30.6,11.2,4.5
2106207,2024-08-20T07:38:22+08:00,274.8,1.9,1000+,1000,27.6,28.6,10.5,4.3
698238,2024-08-20T01:07:16+08:00,258.3,1.8,2000+,2000,26.8,27.6,10.2,4.2
4230762,2024-08-20T17:28:32+08:00,333.5,2.1,2000+,2000,30.7,31.8,11.6,4.7
4731295,2024-08-20T19:47:34+08:00,342.1,2.2,3000+,3000,31.2,32.3,11.8,4.8
2340268,2024-08-20T08:43:23+08:00,284.9,1.9,2000+,2000,28.0,29.0,10.7,4.4
4032711,2024-08-20T16:33:31+08:00,330.6,2.1,2000+,2000,30.6,31.6,11.6,4.7
781058,2024-08-20T01:30:17+08:00,259.8,1.8,2000+,2000,26.9,27.8,10.2,4.3
4227161,2024-08-20T17:27:32+08:00,333.4,2.1,2000+,2000,30.7,31.8,11.6,4.7
5091390,2024-08-20T21:27:35+08:00,348.8,2.2,3000+,3000,31.6,32.8,12.0,4.8
2304259,2024-08-20T08:33:23+08:00,283.2,1.9,2000+,2000,27.9,29.0,10.6,4.4
1753316,2024-08-20T06:00:21+08:00,267.4,1.8,994,994,27.3,28.4,10.4,4.3
46467,2024-08-19T22:06:13+08:00,233.0,1.6,5000+,5000,25.0,25.7,9.5,4.0
2786784,2024-08-20T10:47:25+08:00,301.3,1.9,2000+,2000,28.9,29.9,10.9,4.5
1645286,2024-08-20T05:30:20+08:00,266.7,1.8,947,947,27.3,28.4,10.4,4.3
2250245,2024-08-20T08:18:23+08:00,280.8,1.9,2000+,2000,27.8,28.9,10.6,4.3
4039914,2024-08-20T16:35:31+08:00,330.6,2.1,2000+,2000,30.6,31.6,11.6,4.7
4839323,2024-08-20T20:17:34+08:00,343.9,2.2,3000+,3000,31.3,32.5,11.9,4.8
4482830,2024-08-20T18:38:33+08:00,337.7,2.2,2000+,2000,30.9,32.0,11.7,4.7
4129936,2024-08-20T17:00:31+08:00,332.0,2.1,2000+,2000,30.6,31.7,11.6,4.7
5019370,2024-08-20T21:07:35+08:00,347.4,2.2,3000+,3000,31.5,32.7,11.9,4.8
2999238,2024-08-20T11:46:26+08:00,306.5,2.0,2000+,2000,29.2,30.1,11.0,4.5
4990562,2024-08-20T20:59:35+08:00,346.8,2.2,3000+,3000,31.5,32.6,11.9,4.8
3759041,2024-08-20T15:17:30+08:00,326.4,2.1,2000+,2000,30.3,31.3,11.5,4.6
784660,2024-08-20T01:31:17+08:00,259.8,1.8,2000+,2000,26.9,27.8,10.3,4.3
4054318,2024-08-20T16:39:31+08:00,330.8,2.1,2000+,2000,30.6,31.6,11.6,4.7
3067657,2024-08-20T12:05:27+08:00,308.3,2.0,2000+,2000,29.3,30.2,11.1,4.5
3125270,2024-08-20T12:21:27+08:00,310.5,2.0,3000+,3000,29.4,30.4,11.1,4.5
2822792,2024-08-20T10:57:26+08:00,302.2,2.0,2000+,2000,29.0,29.9,11.0,4.5
377755,2024-08-19T23:38:15+08:00,249.1,1.7,5000+,5000,26.1,26.8,9.9,4.2
2192630,2024-08-20T08:02:23+08:00,278.3,1.9,2000+,2000,27.7,28.8,10.6,4.3
4461222,2024-08-20T18:32:33+08:00,337.3,2.2,2000+,2000,30.9,32.0,11.7,4.7
4608862,2024-08-20T19:13:33+08:00,340.0,2.2,2000+,2000,31.1,32.2,11.8,4.7
1515652,2024-08-20T04:54:20+08:00,266.0,1.8,955,955,27.3,28.3,10.4,4.3
1771321,2024-08-20T06:05:21+08:00,267.5,1.8,1000+,1000,27.3,28.4,10.4,4.3
4425214,2024-08-20T18:22:33+08:00,336.7,2.2,2000+,2000,30.9,32.0,11.7,4.7
3420550,2024-08-20T13:43:28+08:00,319.6,2.1,2000+,2000,30.0,30.9,11.3,4.6
705440,2024-08-20T01:09:16+08:00,258.4,1.8,2000+,2000,26.8,27.6,10.2,4.2
3564589,2024-08-20T14:23:29+08:00,323.0,2.1,2000+,2000,30.1,31.1,11.4,4.6
3470965,2024-08-20T13:57:28+08:00,320.9,2.1,2000+,2000,30.0,31.0,11.3,4.6
1483244,2024-08-20T04:45:20+08:00,265.9,1.8,953,953,27.3,28.3,10.4,4.3
539797,2024-08-20T00:23:16+08:00,254.9,1.7,3000+,3000,26.5,27.3,10.1,4.2
4284776,2024-08-20T17:43:32+08:00,334.3,2.1,2000+,2000,30.8,31.8,11.6,4.7
1688497,2024-08-20T05:42:21+08:00,266.9,1.8,956,956,27.3,28.4,10.4,4.3
1699301,2024-08-20T05:45:21+08:00,267.0,1.8,977,977,27.3,28.4,10.4,4.3
3290917,2024-08-20T13:07:28+08:00,316.2,2.0,3000+,3000,29.7,30.7,11.2,4.6
5138202,2024-08-20T21:40:36+08:00,349.8,2.3,3000+,3000,31.6,32.8,12.0,4.8
5044577,2024-08-20T21:14:35+08:00,347.8,2.2,3000+,3000,31.5,32.7,12.0,4.8
734247,2024-08-20T01:17:16+08:00,259.0,1.8,2000+,2000,26.8,27.7,10.2,4.2
1508450,2024-08-20T04:52:20+08:00,266.0,1.8,980,980,27.3,28.3,10.4,4.3
2387081,2024-08-20T08:56:24+08:00,287.0,1.9,2000+,2000,28.1,29.1,10.7,4.4
3813046,2024-08-20T15:32:30+08:00,327.2,2.1,2000+,2000,30.4,31.4,11.5,4.6
3114468,2024-08-20T12:18:27+08:00,310.1,2.0,3000+,3000,29.4,30.4,11.1,4.5
3035249,2024-08-20T11:56:26+08:00,307.4,2.0,2000+,2000,29.2,30.2,11.1,4.5
3413349,2024-08-20T13:41:28+08:00,319.4,2.1,2000+,2000,29.9,30.9,11.3,4.6
2876810,2024-08-20T11:12:26+08:00,303.5,2.0,2000+,2000,29.0,30.0,11.0,4.5
2437494,2024-08-20T09:10:24+08:00,289.1,1.9,2000+,2000,28.2,29.2,10.7,4.4
831472,2024-08-20T01:44:17+08:00,260.5,1.8,2000+,2000,26.9,27.8,10.3,4.3
1000718,2024-08-20T02:31:18+08:00,262.6,1.8,1000+,1000,27.1,28.0,10.3,4.3
2866006,2024-08-20T11:09:26+08:00,303.3,2.0,2000+,2000,29.0,30.0,11.0,4.5
4724093,2024-08-20T19:45:34+08:00,341.9,2.2,3000+,3000,31.2,32.3,11.8,4.8
1061933,2024-08-20T02:48:18+08:00,263.2,1.8,1000+,1000,27.1,28.1,10.3,4.3
2509512,2024-08-20T09:30:24+08:00,291.9,1.9,2000+,2000,28.4,29.4,10.8,4.4
4857328,2024-08-20T20:22:34+08:00,344.2,2.2,3000+,3000,31.3,32.5,11.9,4.8
748651,2024-08-20T01:21:17+08:00,259.2,1.8,2000+,2000,26.8,27.7,10.2,4.3
2732771,2024-08-20T10:32:25+08:00,300.0,1.9,2000+,2000,28.8,29.8,10.9,4.4
5206619,2024-08-20T21:59:36+08:00,351.2,2.3,3000+,3000,31.7,32.9,12.0,4.8
3989501,2024-08-20T16:21:31+08:00,329.9,2.1,2000+,2000,30.5,31.5,11.5,4.6
3931885,2024-08-20T16:05:30+08:00,329.1,2.1,2000+,2000,30.5,31.5,11.5,4.6
1382418,2024-08-20T04:17:19+08:00,265.4,1.8,1000+,1000,27.2,28.3,10.4,4.3
2829996,2024-08-20T10:59:26+08:00,302.4,2.0,2000+,2000,29.0,29.9,11.0,4.5
1389618,2024-08-20T04:19:19+08:00,265.4,1.8,1000+,1000,27.2,28.3,10.4,4.3
2801188,2024-08-20T10:51:25+08:00,301.7,2.0,2000+,2000,28.9,29.9,10.9,4.5
3694223,2024-08-20T14:59:29+08:00,325.3,2.1,2000+,2000,30.3,31.3,11.4,4.6
2099006,2024-08-20T07:36:22+08:00,274.4,1.9,1000+,1000,27.6,28.6,10.5,4.3
3769844,2024-08-20T15:20:30+08:00,326.5,2.1,2000+,2000,30.3,31.3,11.5,4.6
2372677,2024-08-20T08:52:24+08:00,286.3,1.9,2000+,2000,28.1,29.1,10.7,4.4
2559925,2024-08-20T09:44:24+08:00,293.9,1.9,2000+,2000,28.5,29.5,10.8,4.4
4997765,2024-08-20T21:01:35+08:00,347.0,2.2,3000+,3000,31.5,32.7,11.9,4.8
4925745,2024-08-20T20:41:35+08:00,345.5,2.2,3000+,3000,31.4,32.6,11.9,4.8
89679,2024-08-19T22:18:14+08:00,235.0,1.6,5000+,5000,25.1,25.8,9.6,4.0
3193691,2024-08-20T12:40:27+08:00,312.9,2.0,3000+,3000,29.6,30.5,11.2,4.5
35664,2024-08-19T22:03:13+08:00,232.6,1.6,5000+,5000,25.0,25.6,9.5,4.0
3377340,2024-08-20T13:31:28+08:00,318.5,2.0,2000+,2000,29.9,30.9,11.3,4.6
4248768,2024-08-20T17:33:32+08:00,333.8,2.1,2000+,2000,30.7,31.8,11.6,4.7
1378817,2024-08-20T04:16:19+08:00,265.4,1.8,1000+,1000,27.2,28.3,10.4,4.3
4846525,2024-08-20T20:19:34+08:00,344.0,2.2,3000+,3000,31.3,32.5,11.9,4.8
122086,2024-08-19T22:27:14+08:00,236.6,1.6,5000+,5000,25.2,25.9,9.6,4.1
3118071,2024-08-20T12:19:27+08:00,310.3,2.0,3000+,3000,29.4,30.4,11.1,4.5
2347471,2024-08-20T08:45:24+08:00,285.1,1.9,2000+,2000,28.0,29.1,10.7,4.4
2210634,2024-08-20T08:07:23+08:00,279.1,1.9,2000+,2000,27.8,28.8,10.6,4.3
1097943,2024-08-20T02:58:18+08:00,263.5,1.8,1000+,1000,27.1,28.1,10.4,4.3
5170610,2024-08-20T21:49:36+08:00,350.4,2.3,2000+,2000,31.7,32.9,12.0,4.8
1666891,2024-08-20T05:36:21+08:00,266.8,1.8,943,943,27.3,28.4,10.4,4.3
737842,2024-08-20T01:18:16+08:00,259.1,1.8,2000+,2000,26.8,27.7,10.2,4.2
356149,2024-08-19T23:32:15+08:00,248.2,1.7,5000+,5000,26.1,26.7,9.9,4.1
3337729,2024-08-20T13:20:28+08:00,317.3,2.0,3000+,3000,29.8,30.8,11.3,4.6
4198354,2024-08-20T17:19:32+08:00,333.0,2.1,2000+,2000,30.7,31.7,11.6,4.7
1133952,2024-08-20T03:08:18+08:00,263.8,1.8,1000+,1000,27.1,28.1,10.4,4.3
5105793,2024-08-20T21:31:36+08:00,349.1,2.2,3000+,3000,31.6,32.8,12.0,4.8
2246644,2024-08-20T08:17:23+08:00,280.7,1.9,2000+,2000,27.8,28.9,10.6,4.3
1342806,2024-08-20T04:06:19+08:00,265.2,1.8,1000+,1000,27.2,28.2,10.4,4.3
2408685,2024-08-20T09:02:24+08:00,288.0,1.9,2000+,2000,28.2,29.2,10.7,4.4
845877,2024-08-20T01:48:17+08:00,260.8,1.8,2000+,2000,27.0,27.9,10.3,4.3
3240500,2024-08-20T12:53:27+08:00,314.7,2.0,3000+,3000,29.7,30.6,11.2,4.5
3179285,2024-08-20T12:36:27+08:00,312.4,2.0,3000+,3000,29.5,30.5,11.2,4.5
1558863,2024-08-20T05:06:20+08:00,266.2,1.8,937,937,27.3,28.3,10.4,4.3
179702,2024-08-19T22:43:14+08:00,239.4,1.6,5000+,5000,25.4,26.1,9.7,4.1
2981235,2024-08-20T11:41:26+08:00,306.1,2.0,2000+,2000,29.2,30.1,11.0,4.5
3103667,2024-08-20T12:15:27+08:00,309.6,2.0,3000+,3000,29.4,30.3,11.1,4.5
1234779,2024-08-20T03:36:19+08:00,264.5,1.8,1000+,1000,27.2,28.2,10.4,4.3
4828520,2024-08-20T20:14:34+08:00,343.7,2.2,3000+,3000,31.3,32.4,11.9,4.8
5149006,2024-08-20T21:43:36+08:00,350.0,2.3,3000+,3000,31.6,32.8,12.0,4.8
4234363,2024-08-20T17:29:32+08:00,333.5,2.1,2000+,2000,30.7,31.8,11.6,4.7
330942,2024-08-19T23:25:15+08:00,247.1,1.7,4000+,4000,26.0,26.6,9.9,4.1
1137553,2024-08-20T03:09:18+08:00,263.8,1.8,1000+,1000,27.1,28.1,10.4,4.3
3352132,2024-08-20T13:24:28+08:00,317.8,2.0,3000+,3000,29.8,30.8,11.3,4.6
3024446,2024-08-20T11:53:26+08:00,307.2,2.0,2000+,2000,29.2,30.2,11.0,4.5
3409749,2024-08-20T13:40:28+08:00,319.3,2.1,2000+,2000,29.9,30.9,11.3,4.6
3917482,2024-08-20T16:01:30+08:00,328.9,2.1,2000+,2000,30.5,31.5,11.5,4.6
1422028,2024-08-20T04:28:19+08:00,265.6,1.8,1000+,1000,27.2,28.3,10.4,4.3
997117,2024-08-20T02:30:18+08:00,262.6,1.8,1000+,1000,27.1,28.0,10.3,4.3
1782121,2024-08-20T06:08:21+08:00,267.6,1.8,1000+,1000,27.3,28.4,10.4,4.3
899891,2024-08-20T02:03:17+08:00,261.5,1.8,2000+,2000,27.0,27.9,10.3,4.3
1713705,2024-08-20T05:49:21+08:00,267.1,1.8,1000+,1000,27.3,28.4,10.4,4.3
4547647,2024-08-20T18:56:33+08:00,338.9,2.2,2000+,2000,31.0,32.1,11.7,4.7
4590858,2024-08-20T19:08:33+08:00,339.7,2.2,3000+,3000,31.0,32.1,11.8,4.7
3071258,2024-08-20T12:06:27+08:00,308.4,2.0,2000+,2000,29.3,30.3,11.1,4.5
2693160,2024-08-20T10:21:25+08:00,298.6,1.9,2000+,2000,28.7,29.7,10.9,4.4
1339206,2024-08-20T04:05:19+08:00,265.2,1.8,1000+,1000,27.2,28.2,10.4,4.3
4799712,2024-08-20T20:06:34+08:00,343.2,2.2,3000+,3000,31.3,32.4,11.8,4.8
71674,2024-08-19T22:13:14+08:00,234.2,1.6,5000+,5000,25.1,25.7,9.6,4.0
4252370,2024-08-20T17:34:32+08:00,333.8,2.1,2000+,2000,30.7,31.8,11.6,4.7
2916419,2024-08-20T11:23:26+08:00,304.6,2.0,2000+,2000,29.1,30.0,11.0,4.5
1490449,2024-08-20T04:47:20+08:00,265.9,1.8,955,955,27.3,28.3,10.4,4.3
3348532,2024-08-20T13:23:28+08:00,317.7,2.0,3000+,3000,29.8,30.8,11.3,4.6
2671555,2024-08-20T10:15:25+08:00,297.8,1.9,2000+,2000,28.7,29.7,10.9,4.4
2664353,2024-08-20T10:13:25+08:00,297.7,1.9,2000+,2000,28.7,29.7,10.9,4.4
3881472,2024-08-20T15:51:30+08:00,328.3,2.1,2000+,2000,30.4,31.4,11.5,4.6
4572854,2024-08-20T19:03:33+08:00,339.4,2.2,3000+,3000,31.0,32.1,11.8,4.7
5239028,2024-08-20T22:08:36+08:00,352.0,2.3,3000+,3000,31.7,33.0,12.1,4.8
2080999,2024-08-20T07:31:22+08:00,273.8,1.8,1000+,1000,27.5,28.6,10.5,4.3
2149419,2024-08-20T07:50:23+08:00,276.6,1.9,1000+,1000,27.7,28.7,10.5,4.3
3154080,2024-08-20T12:29:27+08:00,311.6,2.0,3000+,3000,29.5,30.4,11.1,4.5
4835722,2024-08-20T20:16:34+08:00,343.8,2.2,3000+,3000,31.3,32.5,11.9,4.8
4162345,2024-08-20T17:09:31+08:00,332.4,2.1,2000+,2000,30.7,31.7,11.6,4.7
1778522,2024-08-20T06:07:21+08:00,267.6,1.8,1000+,1000,27.3,28.4,10.4,4.3
5213822,2024-08-20T22:01:36+08:00,351.5,2.3,3000+,3000,31.7,32.9,12.0,4.8
3082061,2024-08-20T12:09:27+08:00,309.0,2.0,3000+,3000,29.3,30.3,11.1,4.5
3615002,2024-08-20T14:37:29+08:00,323.8,2.1,2000+,2000,30.2,31.2,11.4,4.6
777458,2024-08-20T01:29:17+08:00,259.7,1.8,2000+,2000,26.9,27.8,10.2,4.3
2243043,2024-08-20T08:16:23+08:00,280.5,1.9,2000+,2000,27.8,28.9,10.6,4.3
4396406,2024-08-20T18:14:32+08:00,336.2,2.2,2000+,2000,30.9,31.9,11.7,4.7
5008566,2024-08-20T21:04:35+08:00,347.1,2.2,3000+,3000,31.5,32.7,11.9,4.8
676632,2024-08-20T01:01:16+08:00,257.9,1.8,2000+,2000,26.7,27.6,10.2,4.2
5167008,2024-08-20T21:48:36+08:00,350.3,2.3,3000+,3000,31.7,32.9,12.0,4.8
4025508,2024-08-20T16:31:31+08:00,330.5,2.1,2000+,2000,30.5,31.6,11.6,4.7
4544045,2024-08-20T18:55:33+08:00,338.8,2.2,3000+,3000,31.0,32.1,11.7,4.7
4968956,2024-08-20T20:53:35+08:00,346.3,2.2,3000+,3000,31.4,32.6,11.9,4.8
1252783,2024-08-20T03:41:19+08:00,264.7,1.8,1000+,1000,27.2,28.2,10.4,4.3
1749714,2024-08-20T05:59:21+08:00,267.3,1.8,991,991,27.3,28.4,10.4,4.3
3849063,2024-08-20T15:42:30+08:00,327.8,2.1,2000+,2000,30.4,31.4,11.5,4.6
212110,2024-08-19T22:52:14+08:00,241.1,1.6,5000+,5000,25.5,26.2,9.7,4.1
4345992,2024-08-20T18:00:32+08:00,335.3,2.2,2000+,2000,30.8,31.9,11.7,4.7
1526455,2024-08-20T04:57:20+08:00,266.1,1.8,953,953,27.3,28.3,10.4,4.3
1162760,2024-08-20T03:16:18+08:00,264.0,1.8,1000+,1000,27.2,28.2,10.4,4.3
741449,2024-08-20T01:19:16+08:00,259.1,1.8,2000+,2000,26.8,27.7,10.2,4.3
1890151,2024-08-20T06:38:22+08:00,269.0,1.8,1000+,1000,27.4,28.4,10.5,4.3
3784245,2024-08-20T15:24:30+08:00,326.8,2.1,2000+,2000,30.3,31.3,11.5,4.6
5102194,2024-08-20T21:30:36+08:00,349.0,2.2,3000+,3000,31.6,32.8,12.0,4.8
352548,2024-08-19T23:31:15+08:00,248.0,1.7,5000+,5000,26.0,26.7,9.9,4.1
4403607,2024-08-20T18:16:32+08:00,336.3,2.2,2000+,2000,30.9,31.9,11.7,4.7
4479222,2024-08-20T18:37:33+08:00,337.6,2.2,2000+,2000,30.9,32.0,11.7,4.7
4637670,2024-08-20T19:21:33+08:00,340.5,2.2,3000+,3000,31.1,32.2,11.8,4.7
338144,2024-08-19T23:27:15+08:00,247.4,1.7,5000+,5000,26.0,26.6,9.9,4.1
4180350,2024-08-20T17:14:31+08:00,332.7,2.1,2000+,2000,30.7,31.7,11.6,4.7
2974032,2024-08-20T11:39:26+08:00,306.0,2.0,2000+,2000,29.2,30.1,11.0,4.5
