帧,时间,播放,评论,同时人数,同时人数不带加号,点赞,投币,收藏,转发
521792,2024-08-20T00:18:16+08:00,254.5,1.7,3000+,3000,26.5,27.2,10.1,4.2
1458035,2024-08-20T04:38:20+08:00,265.7,1.8,1000+,1000,27.3,28.3,10.4,4.3
4680881,2024-08-20T19:33:34+08:00,341.2,2.2,3000+,3000,31.1,32.3,11.8,4.7
3528579,2024-08-20T14:13:29+08:00,322.2,2.1,2000+,2000,30.1,31.1,11.4,4.6
4201957,2024-08-20T17:20:32+08:00,333.0,2.1,2000+,2000,30.7,31.7,11.6,4.7
406562,2024-08-19T23:46:15+08:00,250.4,1.7,4000+,4000,26.2,26.9,10.0,4.2
1897353,2024-08-20T06:40:22+08:00,269.1,1.8,1000+,1000,27.4,28.4,10.5,4.3
2930821,2024-08-20T11:27:26+08:00,304.9,2.0,2000+,2000,29.1,30.1,11.0,4.5
3888674,2024-08-20T15:53:30+08:00,328.4,2.1,2000+,2000,30.4,31.4,11.5,4.6
1069135,2024-08-20T02:50:18+08:00,263.3,1.8,1000+,1000,27.1,28.1,10.4,4.3
3157682,2024-08-20T12:30:27+08:00,311.6,2.0,3000+,3000,29.5,30.4,11.1,4.5
626219,2024-08-20T00:47:16+08:00,256.9,1.7,2000+,2000,26.7,27.5,10.2,4.2
4000303,2024-08-20T16:24:31+08:00,330.1,2.1,2000+,2000,30.5,31.5,11.5,4.6
3305320,2024-08-20T13:11:28+08:00,316.5,2.0,3000+,3000,29.8,30.8,11.3,4.6
1101544,2024-08-20T02:59:18+08:00,263.6,1.8,1000+,1000,27.1,28.1,10.4,4.3
691036,2024-08-20T01:05:16+08:00,258.2,1.8,2000+,2000,26.8,27.6,10.2,4.2
3312522,2024-08-20T13:13:28+08:00,316.8,2.0,3000+,3000,29.8,30.8,11.3,4.6
2397884,2024-08-20T08:59:24+08:00,287.6,1.9,2000+,2000,28.2,29.2,10.7,4.4
2581530,2024-08-20T09:50:24+08:00,294.6,1.9,2000+,2000,28.5,29.5,10.8,4.4
2613940,2024-08-20T09:59:25+08:00,295.9,1.9,2000+,2000,28.6,29.6,10.8,4.4
950303,2024-08-20T02:17:17+08:00,262.1,1.8,1000+,1000,27.0,28.0,10.3,4.3
2948827,2024-08-20T11:32:26+08:00,305.4,2.0,2000+,2000,29.1,30.1,11.0,4.5
3236901,2024-08-20T12:52:27+08:00,314.5,2.0,3000+,3000,29.6,30.6,11.2,4.5
4979759,2024-08-20T20:56:35+08:00,346.6,2.2,3000+,3000,31.4,32.6,11.9,4.8
1476040,2024-08-20T04:43:20+08:00,265.8,1.8,958,958,27.3,28.3,10.4,4.3
1965770,2024-08-20T06:59:22+08:00,270.6,1.8,1000+,1000,27.4,28.5,10.5,4.3
248119,2024-08-19T23:02:14+08:00,243.0,1.6,5000+,5000,25.7,26.3,9.8,4.1
4670079,2024-08-20T19:30:34+08:00,341.0,2.2,3000+,3000,31.1,32.2,11.8,4.7
561403,2024-08-20T00:29:16+08:00,255.4,1.7,3000+,3000,26.6,27.3,10.1,4.2
1983776,2024-08-20T07:04:22+08:00,271.0,1.8,1000+,1000,27.5,28.5,10.5,4.3
204908,2024-08-19T22:50:14+08:00,240.6,1.6,5000+,5000,25.5,26.2,9.7,4.1
4896938,2024-08-20T20:33:35+08:00,344.8,2.2,3000+,3000,31.4,32.5,11.9,4.8
3042451,2024-08-20T11:58:26+08:00,307.6,2.0,2000+,2000,29.2,30.2,11.1,4.5
1879348,2024-08-20T06:35:21+08:00,268.8,1.8,1000+,1000,27.4,28.4,10.5,4.3
4237966,2024-08-20T17:30:32+08:00,333.6,2.1,2000+,2000,30.7,31.8,11.6,4.7
1702902,2024-08-20T05:46:21+08:00,267.0,1.8,975,975,27.3,28.4,10.4,4.3
2891210,2024-08-20T11:16:26+08:00,303.9,2.0,2000+,2000,29.0,30.0,11.0,4.5
1209572,2024-08-20T03:29:19+08:00,264.4,1.8,1000+,1000,27.2,28.2,10.4,4.3
1112346,2024-08-20T03:02:18+08:00,263.7,1.8,1000+,1000,27.1,28.1,10.4,4.3
3211695,2024-08-20T12:45:27+08:00,313.6,2.0,3000+,3000,29.6,30.6,11.2,4.5
363351,2024-08-19T23:34:15+08:00,248.4,1.7,5000+,5000,26.1,26.7,9.9,4.2
4140740,2024-08-20T17:03:31+08:00,332.2,2.1,2000+,2000,30.6,31.7,11.6,4.7
4648473,2024-08-20T19:24:34+08:00,340.7,2.2,3000+,3000,31.1,32.2,11.8,4.7
1040328,2024-08-20T02:42:18+08:00,263.0,1.8,1000+,1000,27.1,28.1,10.3,4.3
230115,2024-08-19T22:57:14+08:00,242.1,1.6,5000+,5000,25.6,26.3,9.7,4.1
147293,2024-08-19T22:34:14+08:00,237.7,1.6,5000+,5000,25.3,26.0,9.7,4.1
4540444,2024-08-20T18:54:33+08:00,338.7,2.2,2000+,2000,31.0,32.1,11.7,4.7
1479643,2024-08-20T04:44:20+08:00,265.8,1.8,951,951,27.3,28.3,10.4,4.3
1677695,2024-08-20T05:39:21+08:00,266.8,1.8,950,950,27.3,28.4,10.4,4.3
1544459,2024-08-20T05:02:20+08:00,266.1,1.8,944,944,27.3,28.3,10.4,4.3
280529,2024-08-19T23:11:14+08:00,244.6,1.7,4000+,4000,25.8,26.4,9.8,4.1
2840792,2024-08-20T11:02:26+08:00,302.7,2.0,2000+,2000,29.0,29.9,11.0,4.5
3287316,2024-08-20T13:06:28+08:00,316.1,2.0,3000+,3000,29.7,30.7,11.2,4.6
2088203,2024-08-20T07:33:22+08:00,274.1,1.8,1000+,1000,27.6,28.6,10.5,4.3
305735,2024-08-19T23:18:15+08:00,246.0,1.7,5000+,5000,25.9,26.5,9.8,4.1
4216358,2024-08-20T17:24:32+08:00,333.2,2.1,2000+,2000,30.7,31.8,11.6,4.7
885487,2024-08-20T01:59:17+08:00,261.3,1.8,2000+,2000,27.0,27.9,10.3,4.3
1079938,2024-08-20T02:53:18+08:00,263.4,1.8,1000+,1000,27.1,28.1,10.4,4.3
3452954,2024-08-20T13:52:28+08:00,320.4,2.1,2000+,2000,30.0,31.0,11.3,4.6
3852665,2024-08-20T15:43:30+08:00,327.8,2.1,2000+,2000,30.4,31.4,11.5,4.6
604614,2024-08-20T00:41:16+08:00,256.4,1.7,3000+,3000,26.6,27.4,10.1,4.2
4090326,2024-08-20T16:49:31+08:00,331.4,2.1,2000+,2000,30.6,31.6,11.6,4.7
2628343,2024-08-20T10:03:25+08:00,296.4,1.9,2000+,2000,28.6,29.6,10.8,4.4
1238380,2024-08-20T03:37:19+08:00,264.6,1.8,1000+,1000,27.2,28.2,10.4,4.3
2869607,2024-08-20T11:10:26+08:00,303.3,2.0,2000+,2000,29.0,30.0,11.0,4.5
3960692,2024-08-20T16:13:31+08:00,329.5,2.1,2000+,2000,30.5,31.5,11.5,4.6
3845463,2024-08-20T15:41:30+08:00,327.7,2.1,2000+,2000,30.4,31.4,11.5,4.6
1332004,2024-08-20T04:03:19+08:00,265.1,1.8,1000+,1000,27.2,28.2,10.4,4.3
4036312,2024-08-20T16:34:31+08:00,330.6,2.1,2000+,2000,30.6,31.6,11.6,4.7
694637,2024-08-20T01:06:16+08:00,258.2,1.8,2000+,2000,26.8,27.6,10.2,4.2
4504436,2024-08-20T18:44:33+08:00,338.1,2.2,2000+,2000,31.0,32.1,11.7,4.7
3467364,2024-08-20T13:56:28+08:00,320.8,2.1,2000+,2000,30.0,31.0,11.3,4.6
4947351,2024-08-20T20:47:35+08:00,345.9,2.2,3000+,3000,31.4,32.6,11.9,4.8
914294,2024-08-20T02:07:17+08:00,261.7,1.8,2000+,2000,27.0,28.0,10.3,4.3
3647409,2024-08-20T14:46:29+08:00,324.4,2.1,2000+,2000,30.2,31.2,11.4,4.6
2657147,2024-08-20T10:11:25+08:00,297.4,1.9,2000+,2000,28.7,29.7,10.9,4.4
4929346,2024-08-20T20:42:35+08:00,345.6,2.2,3000+,3000,31.4,32.6,11.9,4.8
4803314,2024-08-20T20:07:34+08:00,343.3,2.2,3000+,3000,31.3,32.4,11.8,4.8
3496171,2024-08-20T14:04:29+08:00,321.5,2.1,2000+,2000,30.1,31.0,11.4,4.6
1011521,2024-08-20T02:34:18+08:00,262.7,1.8,1000+,1000,27.1,28.0,10.3,4.3
4263171,2024-08-20T17:37:32+08:00,334.0,2.1,2000+,2000,30.7,31.8,11.6,4.7
525393,2024-08-20T00:19:16+08:00,254.5,1.7,3000+,3000,26.5,27.2,10.1,4.2
1198770,2024-08-20T03:26:18+08:00,264.3,1.8,1000+,1000,27.2,28.2,10.4,4.3
1094342,2024-08-20T02:57:18+08:00,263.5,1.8,1000+,1000,27.1,28.1,10.4,4.3
2185428,2024-08-20T08:00:23+08:00,278.1,1.9,2000+,2000,27.7,28.8,10.6,4.3
640622,2024-08-20T00:51:16+08:00,257.2,1.8,3000+,3000,26.7,27.5,10.2,4.2
1875747,2024-08-20T06:34:21+08:00,268.7,1.8,1000+,1000,27.4,28.4,10.5,4.3
3373740,2024-08-20T13:30:28+08:00,318.3,2.0,3000+,3000,29.9,30.9,11.3,4.6
5080585,2024-08-20T21:24:35+08:00,348.6,2.2,3000+,3000,31.6,32.8,12.0,4.8
2970433,2024-08-20T11:38:26+08:00,305.9,2.0,2000+,2000,29.2,30.1,11.0,4.5
528995,2024-08-20T00:20:16+08:00,254.6,1.7,3000+,3000,26.5,27.2,10.1,4.2
4410810,2024-08-20T18:18:32+08:00,336.5,2.2,2000+,2000,30.9,31.9,11.7,4.7
2109808,2024-08-20T07:39:22+08:00,275.0,1.9,1000+,1000,27.6,28.7,10.5,4.3
3424152,2024-08-20T13:44:28+08:00,319.7,2.1,2000+,2000,30.0,30.9,11.3,4.6
1843338,2024-08-20T06:25:21+08:00,268.3,1.8,1000+,1000,27.4,28.4,10.4,4.3
917895,2024-08-20T02:08:17+08:00,261.7,1.8,1000+,1000,27.0,28.0,10.3,4.3
3233300,2024-08-20T12:51:27+08:00,314.4,2.0,3000+,3000,29.6,30.6,11.2,4.5
4587256,2024-08-20T19:07:33+08:00,339.6,2.2,3000+,3000,31.0,32.1,11.8,4.7
3805853,2024-08-20T15:30:30+08:00,327.1,2.1,2000+,2000,30.4,31.4,11.5,4.6
2430292,2024-08-20T09:08:24+08:00,288.9,1.9,2000+,2000,28.2,29.2,10.7,4.4
4068721,2024-08-20T16:43:31+08:00,331.1,2.1,2000+,2000,30.6,31.6,11.6,4.7
2815593,2024-08-20T10:55:26+08:00,302.0,2.0,2000+,2000,28.9,29.9,10.9,4.5
2459099,2024-08-20T09:16:24+08:00,290.0,1.9,2000+,2000,28.3,29.3,10.7,4.4
5033773,2024-08-20T21:11:35+08:00,347.7,2.2,3000+,3000,31.5,32.7,12.0,4.8
4003905,2024-08-20T16:25:31+08:00,330.1,2.1,2000+,2000,30.5,31.6,11.5,4.6
2221437,2024-08-20T08:10:23+08:00,279.7,1.9,2000+,2000,27.8,28.8,10.6,4.3
3953491,2024-08-20T16:11:31+08:00,329.4,2.1,2000+,2000,30.5,31.5,11.5,4.6
3218897,2024-08-20T12:47:27+08:00,313.9,2.0,3000+,3000,29.6,30.6,11.2,4.5
3190090,2024-08-20T12:39:27+08:00,312.9,2.0,3000+,3000,29.5,30.5,11.2,4.5
1962170,2024-08-20T06:58:22+08:00,270.4,1.8,1000+,1000,27.4,28.5,10.5,4.3
1648888,2024-08-20T05:31:20+08:00,266.7,1.8,957,957,27.3,28.4,10.4,4.3
3910278,2024-08-20T15:59:30+08:00,328.7,2.1,2000+,2000,30.5,31.5,11.5,4.6
4533243,2024-08-20T18:52:33+08:00,338.7,2.2,2000+,2000,31.0,32.1,11.7,4.7
820670,2024-08-20T01:41:17+08:00,260.4,1.8,2000+,2000,26.9,27.8,10.3,4.3
1400420,2024-08-20T04:22:19+08:00,265.4,1.8,1000+,1000,27.2,28.3,10.4,4.3
683834,2024-08-20T01:03:16+08:00,258.1,1.8,2000+,2000,26.8,27.6,10.2,4.2
867482,2024-08-20T01:54:17+08:00,261.1,1.8,2000+,2000,27.0,27.9,10.3,4.3
4605261,2024-08-20T19:12:33+08:00,339.9,2.2,3000+,3000,31.1,32.2,11.8,4.7
1501248,2024-08-20T04:50:20+08:00,266.0,1.8,947,947,27.3,28.3,10.4,4.3
669430,2024-08-20T00:59:16+08:00,257.7,1.8,2000+,2000,26.7,27.6,10.2,4.2
2592333,2024-08-20T09:53:25+08:00,295.1,1.9,2000+,2000,28.6,29.5,10.8,4.4
3330527,2024-08-20T13:18:28+08:00,317.2,2.0,3000+,3000,29.8,30.8,11.3,4.6
410163,2024-08-19T23:47:15+08:00,250.6,1.7,4000+,4000,26.2,26.9,10.0,4.2
957507,2024-08-20T02:19:17+08:00,262.1,1.8,1000+,1000,27.0,28.0,10.3,4.3
1954967,2024-08-20T06:56:22+08:00,270.2,1.8,1000+,1000,27.4,28.5,10.5,4.3
161698,2024-08-19T22:38:14+08:00,238.5,1.6,5000+,5000,25.4,26.0,9.7,4.1
809867,2024-08-20T01:38:17+08:00,260.3,1.8,2000+,2000,26.9,27.8,10.3,4.3
3064057,2024-08-20T12:04:27+08:00,308.3,2.0,2000+,2000,29.3,30.2,11.1,4.5
143693,2024-08-19T22:33:14+08:00,237.7,1.6,5000+,5000,25.3,26.0,9.6,4.1
4666478,2024-08-20T19:29:34+08:00,341.0,2.2,3000+,3000,31.1,32.2,11.8,4.7
3107268,2024-08-20T12:16:27+08:00,309.8,2.0,3000+,3000,29.4,30.3,11.1,4.5
420966,2024-08-19T23:50:15+08:00,251.0,1.7,4000+,4000,26.3,26.9,10.0,4.2
449773,2024-08-19T23:58:15+08:00,252.3,1.7,4000+,4000,26.3,27.0,10.0,4.2
1015121,2024-08-20T02:35:18+08:00,262.8,1.8,1000+,1000,27.1,28.1,10.3,4.3
2898413,2024-08-20T11:18:26+08:00,304.1,2.0,2000+,2000,29.1,30.0,11.0,4.5
1530056,2024-08-20T04:58:20+08:00,266.1,1.8,967,967,27.3,28.3,10.4,4.3
4320786,2024-08-20T17:53:32+08:00,334.9,2.1,2000+,2000,30.8,31.9,11.7,4.7
1609271,2024-08-20T05:20:20+08:00,266.5,1.8,955,955,27.3,28.3,10.4,4.3
284130,2024-08-19T23:12:14+08:00,244.9,1.7,4000+,4000,25.8,26.4,9.8,4.1
2451897,2024-08-20T09:14:24+08:00,289.8,1.9,2000+,2000,28.3,29.3,10.7,4.4
78876,2024-08-19T22:15:14+08:00,234.4,1.6,5000+,5000,25.1,25.8,9.6,4.0
4241567,2024-08-20T17:31:32+08:00,333.7,2.1,2000+,2000,30.7,31.8,11.6,4.7
510989,2024-08-20T00:15:15+08:00,254.1,1.7,3000+,3000,26.5,27.2,10.1,4.2
334544,2024-08-19T23:26:15+08:00,247.2,1.7,5000+,5000,26.0,26.6,9.9,4.1
3928278,2024-08-20T16:04:30+08:00,329.0,2.1,2000+,2000,30.5,31.5,11.5,4.6
1746113,2024-08-20T05:58:21+08:00,267.3,1.8,991,991,27.3,28.4,10.4,4.3
3258508,2024-08-20T12:58:27+08:00,315.3,2.0,3000+,3000,29.7,30.7,11.2,4.5
4158744,2024-08-20T17:08:31+08:00,332.4,2.1,2000+,2000,30.7,31.7,11.6,4.7
4634069,2024-08-20T19:20:33+08:00,340.4,2.2,3000+,3000,31.1,32.2,11.8,4.7
1828935,2024-08-20T06:21:21+08:00,268.1,1.8,1000+,1000,27.4,28.4,10.4,4.3
417365,2024-08-19T23:49:15+08:00,250.8,1.7,4000+,4000,26.2,26.9,10.0,4.2
4814117,2024-08-20T20:10:34+08:00,343.4,2.2,3000+,3000,31.3,32.4,11.9,4.8
3697824,2024-08-20T15:00:29+08:00,325.3,2.1,2000+,2000,30.3,31.3,11.4,4.6
154495,2024-08-19T22:36:14+08:00,238.1,1.6,5000+,5000,25.3,26.0,9.7,4.1
4288379,2024-08-20T17:44:32+08:00,334.3,2.1,2000+,2000,30.8,31.8,11.6,4.7
3535781,2024-08-20T14:15:29+08:00,322.3,2.1,2000+,2000,30.1,31.1,11.4,4.6
2102607,2024-08-20T07:37:22+08:00,274.6,1.9,1000+,1000,27.6,28.6,10.5,4.3
4662877,2024-08-20T19:28:34+08:00,340.9,2.2,3000+,3000,31.1,32.2,11.8,4.7
3643810,2024-08-20T14:45:29+08:00,324.3,2.1,2000+,2000,30.2,31.2,11.4,4.6
680233,2024-08-20T01:02:16+08:00,258.0,1.8,2000+,2000,26.8,27.6,10.2,4.2
5217422,2024-08-20T22:02:36+08:00,351.6,2.3,3000+,3000,31.7,32.9,12.0,4.8
3280112,2024-08-20T13:04:28+08:00,316.0,2.0,3000+,3000,29.7,30.7,11.2,4.6
2228638,2024-08-20T08:12:23+08:00,279.9,1.9,2000+,2000,27.8,28.8,10.6,4.3
107683,2024-08-19T22:23:14+08:00,235.9,1.6,5000+,5000,25.2,25.9,9.6,4.0
3877872,2024-08-20T15:50:30+08:00,328.2,2.1,2000+,2000,30.4,31.4,11.5,4.6
5163408,2024-08-20T21:47:36+08:00,350.3,2.3,3000+,3000,31.7,32.9,12.0,4.8
4641271,2024-08-20T19:22:34+08:00,340.6,2.2,3000+,3000,31.1,32.2,11.8,4.7
651425,2024-08-20T00:54:16+08:00,257.4,1.8,3000+,3000,26.7,27.5,10.2,4.2
727045,2024-08-20T01:15:16+08:00,258.8,1.8,2000+,2000,26.8,27.7,10.2,4.2
3982298,2024-08-20T16:19:31+08:00,329.8,2.1,2000+,2000,30.5,31.5,11.5,4.6
4360397,2024-08-20T18:04:32+08:00,335.6,2.2,2000+,2000,30.8,31.9,11.7,4.7
3737434,2024-08-20T15:11:30+08:00,326.0,2.1,2000+,2000,30.3,31.3,11.5,4.6
3492572,2024-08-20T14:03:29+08:00,321.4,2.1,2000+,2000,30.0,31.0,11.4,4.6
2318662,2024-08-20T08:37:23+08:00,283.8,1.9,2000+,2000,28.0,29.0,10.6,4.4
3755439,2024-08-20T15:16:30+08:00,326.3,2.1,2000+,2000,30.3,31.3,11.5,4.6
4508037,2024-08-20T18:45:33+08:00,338.1,2.2,2000+,2000,31.0,32.1,11.7,4.7
2052185,2024-08-20T07:23:22+08:00,272.9,1.8,1000+,1000,27.5,28.6,10.5,4.3
1375216,2024-08-20T04:15:19+08:00,265.3,1.8,1000+,1000,27.2,28.3,10.4,4.3
4245167,2024-08-20T17:32:32+08:00,333.7,2.1,2000+,2000,30.7,31.8,11.6,4.7
3827460,2024-08-20T15:36:30+08:00,327.4,2.1,2000+,2000,30.4,31.4,11.5,4.6
1951368,2024-08-20T06:55:22+08:00,270.2,1.8,1000+,1000,27.4,28.5,10.5,4.3
4468426,2024-08-20T18:34:33+08:00,337.4,2.2,2000+,2000,30.9,32.0,11.7,4.7
2523916,2024-08-20T09:34:24+08:00,292.6,1.9,2000+,2000,28.4,29.4,10.8,4.4
2912817,2024-08-20T11:22:26+08:00,304.5,2.0,2000+,2000,29.1,30.0,11.0,4.5
1904555,2024-08-20T06:42:22+08:00,269.2,1.8,1000+,1000,27.4,28.5,10.5,4.3
889088,2024-08-20T02:00:17+08:00,261.3,1.8,2000+,2000,27.0,27.9,10.3,4.3
3701425,2024-08-20T15:01:29+08:00,325.3,2.1,2000+,2000,30.3,31.3,11.4,4.6
1695700,2024-08-20T05:44:21+08:00,267.0,1.8,980,980,27.3,28.4,10.4,4.3
3654613,2024-08-20T14:48:29+08:00,324.6,2.1,2000+,2000,30.2,31.2,11.4,4.6
3532181,2024-08-20T14:14:29+08:00,322.3,2.1,2000+,2000,30.1,31.1,11.4,4.6
1911757,2024-08-20T06:44:22+08:00,269.4,1.8,1000+,1000,27.4,28.5,10.5,4.3
5055380,2024-08-20T21:17:35+08:00,348.1,2.2,3000+,3000,31.5,32.7,12.0,4.8
2016185,2024-08-20T07:13:22+08:00,271.8,1.8,1000+,1000,27.5,28.5,10.5,4.3
1468840,2024-08-20T04:41:20+08:00,265.8,1.8,979,979,27.3,28.3,10.4,4.3
4698886,2024-08-20T19:38:34+08:00,341.5,2.2,3000+,3000,31.2,32.3,11.8,4.8
601012,2024-08-20T00:40:16+08:00,256.3,1.7,3000+,3000,26.6,27.4,10.1,4.2
3182888,2024-08-20T12:37:27+08:00,312.6,2.0,3000+,3000,29.5,30.5,11.2,4.5
1720907,2024-08-20T05:51:21+08:00,267.1,1.8,1000+,1000,27.3,28.4,10.4,4.3
5134601,2024-08-20T21:39:36+08:00,349.7,2.2,3000+,3000,31.6,32.8,12.0,4.8
4126336,2024-08-20T16:59:31+08:00,331.9,2.1,2000+,2000,30.6,31.7,11.6,4.7
3636609,2024-08-20T14:43:29+08:00,324.2,2.1,2000+,2000,30.2,31.2,11.4,4.6
3517777,2024-08-20T14:10:29+08:00,321.9,2.1,2000+,2000,30.1,31.1,11.4,4.6
258923,2024-08-19T23:05:14+08:00,243.5,1.7,5000+,5000,25.7,26.4,9.8,4.1
3672618,2024-08-20T14:53:29+08:00,324.9,2.1,2000+,2000,30.2,31.2,11.4,4.6
402960,2024-08-19T23:45:15+08:00,250.2,1.7,3000+,3000,26.2,26.9,10.0,4.2
4075923,2024-08-20T16:45:31+08:00,331.2,2.1,2000+,2000,30.6,31.6,11.6,4.7
1674095,2024-08-20T05:38:21+08:00,266.8,1.8,943,943,27.3,28.4,10.4,4.3
2297058,2024-08-20T08:31:23+08:00,282.8,1.9,2000+,2000,27.9,29.0,10.6,4.4
3661814,2024-08-20T14:50:29+08:00,324.6,2.1,2000+,2000,30.2,31.2,11.4,4.6
1929761,2024-08-20T06:49:22+08:00,269.7,1.8,1000+,1000,27.4,28.5,10.5,4.3
2920019,2024-08-20T11:24:26+08:00,304.7,2.0,2000+,2000,29.1,30.0,11.0,4.5
4457623,2024-08-20T18:31:33+08:00,337.2,2.2,2000+,2000,30.9,32.0,11.7,4.7
1944165,2024-08-20T06:53:22+08:00,270.0,1.8,1000+,1000,27.4,28.5,10.5,4.3
294932,2024-08-19T23:15:15+08:00,245.4,1.7,5000+,5000,25.8,26.5,9.8,4.1
4133539,2024-08-20T17:01:31+08:00,332.0,2.1,2000+,2000,30.6,31.7,11.6,4.7
3762641,2024-08-20T15:18:30+08:00,326.4,2.1,2000+,2000,30.3,31.3,11.5,4.6
1195167,2024-08-20T03:25:18+08:00,264.3,1.8,1000+,1000,27.2,28.2,10.4,4.3
4418012,2024-08-20T18:20:33+08:00,336.5,2.2,2000+,2000,30.9,32.0,11.7,4.7
2837197,2024-08-20T11:01:26+08:00,302.6,2.0,2000+,2000,29.0,29.9,11.0,4.5
2516714,2024-08-20T09:32:24+08:00,292.2,1.9,2000+,2000,28.4,29.4,10.8,4.4
4677280,2024-08-20T19:32:34+08:00,341.2,2.2,3000+,3000,31.1,32.3,11.8,4.7
3121673,2024-08-20T12:20:27+08:00,310.3,2.0,3000+,3000,29.4,30.4,11.1,4.5
3031647,2024-08-20T11:55:26+08:00,307.3,2.0,2000+,2000,29.2,30.2,11.1,4.5
2689559,2024-08-20T10:20:25+08:00,298.5,1.9,2000+,2000,28.7,29.7,10.9,4.4
3874271,2024-08-20T15:49:30+08:00,328.2,2.1,2000+,2000,30.4,31.4,11.5,4.6
2804789,2024-08-20T10:52:25+08:00,301.8,2.0,2000+,2000,28.9,29.9,10.9,4.5
1706503,2024-08-20T05:47:21+08:00,267.0,1.8,981,981,27.3,28.4,10.4,4.3
4443218,2024-08-20T18:27:33+08:00,337.0,2.2,2000+,2000,30.9,32.0,11.7,4.7
1980174,2024-08-20T07:03:22+08:00,270.9,1.8,1000+,1000,27.5,28.5,10.5,4.3
1731709,2024-08-20T05:54:21+08:00,267.2,1.8,1000+,1000,27.3,28.4,10.4,4.3
2293457,2024-08-20T08:30:23+08:00,282.6,1.9,2000+,2000,27.9,29.0,10.6,4.4
5145404,2024-08-20T21:42:36+08:00,350.0,2.3,3000+,3000,31.6,32.8,12.0,4.8
2808390,2024-08-20T10:53:25+08:00,301.9,2.0,2000+,2000,28.9,29.9,10.9,4.5
611816,2024-08-20T00:43:16+08:00,256.6,1.7,3000+,3000,26.6,27.4,10.1,4.2
4878931,2024-08-20T20:28:35+08:00,344.5,2.2,3000+,3000,31.3,32.5,11.9,4.8
3593396,2024-08-20T14:31:29+08:00,323.5,2.1,2000+,2000,30.2,31.2,11.4,4.6
590209,2024-08-20T00:37:16+08:00,256.1,1.7,3000+,3000,26.6,27.4,10.1,4.2
2534719,2024-08-20T09:37:24+08:00,292.9,1.9,2000+,2000,28.5,29.4,10.8,4.4
5030172,2024-08-20T21:10:35+08:00,347.6,2.2,3000+,3000,31.5,32.7,12.0,4.8
1465239,2024-08-20T04:40:20+08:00,265.8,1.8,990,990,27.3,28.3,10.4,4.3
1807330,2024-08-20T06:15:21+08:00,267.9,1.8,1000+,1000,27.4,28.4,10.4,4.3
2527517,2024-08-20T09:35:24+08:00,292.6,1.9,2000+,2000,28.4,29.4,10.8,4.4
2941623,2024-08-20T11:30:26+08:00,305.2,2.0,2000+,2000,29.1,30.1,11.0,4.5
68072,2024-08-19T22:12:14+08:00,234.0,1.6,5000+,5000,25.1,25.7,9.6,4.0
1051131,2024-08-20T02:45:18+08:00,263.1,1.8,1000+,1000,27.1,28.1,10.3,4.3
514590,2024-08-20T00:16:15+08:00,254.2,1.7,3000+,3000,26.5,27.2,10.1,4.2
827872,2024-08-20T01:43:17+08:00,260.5,1.8,2000+,2000,26.9,27.8,10.3,4.3
1864944,2024-08-20T06:31:21+08:00,268.5,1.8,1000+,1000,27.4,28.4,10.5,4.3
4219959,2024-08-20T17:25:32+08:00,333.3,2.1,2000+,2000,30.7,31.8,11.6,4.7
4043508,2024-08-20T16:36:31+08:00,330.7,2.1,2000+,2000,30.6,31.6,11.6,4.7
2729169,2024-08-20T10:31:25+08:00,299.8,1.9,2000+,2000,28.8,29.8,10.9,4.4
3539382,2024-08-20T14:16:29+08:00,322.4,2.1,2000+,2000,30.1,31.1,11.4,4.6
2642747,2024-08-20T10:07:25+08:00,296.9,1.9,2000+,2000,28.7,29.6,10.9,4.4
2606738,2024-08-20T09:57:25+08:00,295.6,1.9,2000+,2000,28.6,29.6,10.8,4.4
3921084,2024-08-20T16:02:30+08:00,328.9,2.1,2000+,2000,30.5,31.5,11.5,4.6
5199417,2024-08-20T21:57:36+08:00,351.1,2.3,3000+,3000,31.7,32.9,12.0,4.8
5120197,2024-08-20T21:35:36+08:00,349.4,2.2,3000+,3000,31.6,32.8,12.0,4.8
28462,2024-08-19T22:01:13+08:00,232.3,1.6,5000+,5000,25.0,25.6,9.5,4.0
3164883,2024-08-20T12:32:27+08:00,311.9,2.0,3000+,3000,29.5,30.5,11.1,4.5
1616479,2024-08-20T05:22:20+08:00,266.5,1.8,955,955,27.3,28.3,10.4,4.3
1357211,2024-08-20T04:10:19+08:00,265.2,1.8,1000+,1000,27.2,28.3,10.4,4.3
4954553,2024-08-20T20:49:35+08:00,346.0,2.2,3000+,3000,31.4,32.6,11.9,4.8
2448297,2024-08-20T09:13:24+08:00,289.6,1.9,2000+,2000,28.3,29.3,10.7,4.4
1263584,2024-08-20T03:44:19+08:00,264.7,1.8,1000+,1000,27.2,28.2,10.4,4.3
881885,2024-08-20T01:58:17+08:00,261.3,1.8,2000+,2000,27.0,27.9,10.3,4.3
770256,2024-08-20T01:27:17+08:00,259.6,1.8,2000+,2000,26.9,27.8,10.2,4.3
2783183,2024-08-20T10:46:25+08:00,301.2,1.9,2000+,2000,28.9,29.8,10.9,4.5
4151543,2024-08-20T17:06:31+08:00,332.3,2.1,2000+,2000,30.7,31.7,11.6,4.7
2214235,2024-08-20T08:08:23+08:00,279.3,1.9,2000+,2000,27.8,28.8,10.6,4.3
4169547,2024-08-20T17:11:31+08:00,332.5,2.1,2000+,2000,30.7,31.7,11.6,4.7
